Product_name,Product_url,brand,Sale_price,MRP,Discount_percentage,Number_of_ratings,Number_of_reviews,Type_of_washing,w,Star_rating
"Haier 8.2 kg Semi Automatic Top Load Black, White",https://www.flipkart.com/haier-8-2-kg-semi-automatic-top-load-black-white/p/itm3e96326759c21?pid=WMNFNACHJK4BCSJW,Haier,12392,15750,21,22,0,Semi Automatic Top Load,WMNEWSUVRUMA87TP,3.8
Mitashi 5.8 kg Fully Automatic Top Load Grey,https://www.flipkart.com/mitashi-5-8-kg-fully-automatic-top-load-grey/p/itmeqyxwzbpfm86s?pid=WMNEQYXWHQZZH52Z,Mitashi,10990,14490,24,898,159,Fully Automatic Top Load,WMNFG6TF2BFGNBHV,4.2
"Galanz 10/6 kg Quick Wash, Inverter Washer with Dryer with In-built Heater Silver",https://www.flipkart.com/galanz-10-6-kg-quick-wash-inverter-washer-dryer-in-built-heater-silver/p/itmb85a549500793?pid=WMNFNMDDUVHQYG77,Galanz,33490,54990,39,17,6,Washer with Dryer | 2000 W,WMNF36RU6ZXESJEG,4.2
"Godrej 7 kg Semi Automatic Top Load White, Maroon",https://www.flipkart.com/godrej-7-kg-semi-automatic-top-load-white-maroon/p/itm7f40d8a89f28f?pid=WMNFT34KCY4F2MGH,Godrej,10399,12400,16,185,18,Semi Automatic Top Load,WMNFZNTMQZJYDVCU,4.2
"Godrej 9 kg Semi Automatic Top Load White, Purple",https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,98,13,Semi Automatic Top Load,WMNFBM9UJMMESEAF,4.4
"SAMSUNG 7.5 kg Semi Automatic Top Load Purple, White, Grey",https://www.flipkart.com/samsung-7-5-kg-semi-automatic-top-load-purple-white-grey/p/itmfdv6ggyeys6fa?pid=WMNFDV6GMHVV2U5C,SAMSUNG,11490,13000,11,43,4,Semi Automatic Top Load,WMNGYGGGEFZHBWHX,4.5
LG 6.5 kg Inverter Fully Automatic Top Load Silver,https://www.flipkart.com/lg-6-5-kg-inverter-fully-automatic-top-load-silver/p/itmf3j42aahba4zh?pid=WMNF3A6NKTRQMYDG,LG,21490,24990,14,24,3,Fully Automatic Top Load,WMNGYGGGGUDWXPZC,4.3
Haier 7 kg Semi Automatic Top Load Multicolor,https://www.flipkart.com/haier-7-kg-semi-automatic-top-load-multicolor/p/itmfg6tbyjvffjug?pid=WMNFG6TB7XJRSB2H,Haier,10564,13000,18,41,4,Semi Automatic Top Load,WMNGY5CFQBKNCFME,4.4
LG 7 kg Fully Automatic Front Load with In-built Heater Silver,https://www.flipkart.com/lg-7-kg-fully-automatic-front-load-in-built-heater-silver/p/itm9ff3957eced6b?pid=WMNFTPBYPZUUFJUR,LG,39990,40990,2,26,2,Fully Automatic Front Load,WMNFY39UUAXJAJC4,4.2
Midea 10.5 kg One Touch AI Wash Fully Automatic Top Load Grey,https://www.flipkart.com/midea-10-5-kg-one-touch-ai-wash-fully-automatic-top-load-grey/p/itmffg7rg5kxqsdb?pid=WMNFFG7RQEEXYHQH,Midea,21990,27590,20,677,100,Fully Automatic Top Load,WMNEW234EPUH7HVY,4.2
"Godrej 10.2 kg Semi Automatic Top Load Gold, White",https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15290,18700,18,309,39,Semi Automatic Top Load,WMNFU5XFHRYX9HTH,4.5
BOSCH 7 kg Fully Automatic Top Load Silver,https://www.flipkart.com/bosch-7-kg-fully-automatic-top-load-silver/p/itmf6srzxtyxfxh3?pid=WMNF6SRZJYFUEHVF,BOSCH,21290,25599,16,75,9,Fully Automatic Top Load,WMNFRGAMZVGXXDYA,4.5
BOSCH 9 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/bosch-9-kg-fully-automatic-front-load-in-built-heater-white/p/itmfdzjgewyktpqv?pid=WMNFDZJGVFTVRGD9,BOSCH,69190,77999,11,9,2,Fully Automatic Front Load,WMNFYW5QRQGPUBJW,3.6
SAMSUNG 6 kg Fully Automatic Front Load with In-built Heater Silver,https://www.flipkart.com/samsung-6-kg-fully-automatic-front-load-in-built-heater-silver/p/itmfggzgzmqhmuq8?pid=WMNFGGZGS4M2GREA,SAMSUNG,27999,34200,18,4,1,Fully Automatic Front Load,WMNFTC8ZSYMGPGRH,3.5
Godrej 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm8a7c9342c4c76?pid=WMNFU2TC3HQXAT4Y,Godrej,13790,17500,21,7430,861,Fully Automatic Top Load,WMNFRGAMAPQWHU6P,4.2
"Haier 8.5 kg Semi Automatic Top Load Black, White, Grey",https://www.flipkart.com/haier-8-5-kg-semi-automatic-top-load-black-white-grey/p/itm3df3f967c3dec?pid=WMNFME34DCK8NFSJ,Haier,12990,16250,20,352,39,Semi Automatic Top Load,WMNEJ7YHX444MYR4,4.2
SAMSUNG 6 kg Inverter Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/samsung-6-kg-inverter-fully-automatic-front-load-in-built-heater-white/p/itmfggzguu2yfnns?pid=WMNFGGZGYVTGGH4G,SAMSUNG,24690,30300,18,88,8,Fully Automatic Front Load,WMNEF7D98DCKJBUZ,4.4
LG 10 kg 5 Star Rating Fully Automatic Top Load Silver,https://www.flipkart.com/lg-10-kg-5-star-rating-fully-automatic-top-load-silver/p/itmf3c4643bc4356?pid=WMNFKPT2KDNFUVCY,LG,30990,35990,13,114,10,Fully Automatic Top Load,WMNFUJERTPS6FXGC,4.4
SAMSUNG 6.5 kg Fully Automatic Front Load Silver,https://www.flipkart.com/samsung-6-5-kg-fully-automatic-front-load-silver/p/itm9359072660728?pid=WMNFQNFMWYBCRTXZ,SAMSUNG,31100,38400,19,5,1,Fully Automatic Front Load,WMNGFBPKGFGD3S8F,4.4
Godrej 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm9da0b92a7a993?pid=WMNFK4SH6DWEQKGR,Godrej,13800,21700,36,0,0,Fully Automatic Top Load,WMNFZADFYTHXHMVX,0
"Iffalcon 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...",https://www.flipkart.com/iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm3d0202a38fce3?pid=WMNFV7VVCZTAKFAN,Iffalcon,19990,36990,45,144,53,Fully Automatic Front Load,WMNEX4YPH8SHYYD7,4
"Whirlpool 8 kg 5 Star, Supersoak Technology Semi Automatic Top Load Purple",https://www.flipkart.com/whirlpool-8-kg-5-star-supersoak-technology-semi-automatic-top-load-purple/p/itmf7nvwrycfygsb?pid=WMNEN6A2GJYRHTHF,Whirlpool,12450,12990,4,4647,596,Semi Automatic Top Load,WMNEW5ZTYKZF4HHH,4.3
"Haier 7 kg Fully Automatic Top Load Grey, Black",https://www.flipkart.com/haier-7-kg-fully-automatic-top-load-grey-black/p/itmfg6tbha4mygkc?pid=WMNFG6TBYFZCBNFA,Haier,17570,23490,25,4,1,Fully Automatic Top Load,WMNFBM9UBZYPMHCU,4.8
"LG Smart Wi-Fi TrueSteam Clothing Care Styler - Refresh, Sanitize & Wrinkle Free Clothes Linen Brown",https://www.flipkart.com/lg-smart-wi-fi-truesteam-clothing-care-styler-refresh-sanitize-wrinkle-free-clothes-linen-brown/p/itm9dee2d65409f0?pid=WMNFYTUDDZBRBEJJ,LG,140000,184990,24,0,0,Dryer,WMNFR64PQ5GBCMCZ,0
Godrej 6.2 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-2-kg-fully-automatic-top-load-grey/p/itmfffyhxvr4tgzn?pid=WMNFFFYHEZ86UBGZ,Godrej,12290,17900,31,2702,238,Fully Automatic Top Load,WMNFQX9H9HJQZF3B,4.2
"TOSHIBA 8 kg I-clean, 15-Minute Quick Wash, GREATWAVES Technology Fully Automatic Top Load Grey",https://www.flipkart.com/toshiba-8-kg-i-clean-15-minute-quick-wash-greatwaves-technology-fully-automatic-top-load-grey/p/itm29943c8dd68e1?pid=WMNFSTYABHHB3SVV,TOSHIBA,25499,33490,23,3,0,Fully Automatic Top Load,WMNFBM9UHSRGGUQC,5
"Voltas Beko 8.5 kg Semi Automatic Top Load White, Grey",https://www.flipkart.com/voltas-beko-8-5-kg-semi-automatic-top-load-white-grey/p/itm39f45308a485a?pid=WMNFTY4TV3WUVZHZ,Voltas,11490,17490,34,80,9,Semi Automatic Top Load,WMNF7AQRFXRFPYK7,4.2
SAMSUNG 7 kg Fully Automatic Top Load Maroon,https://www.flipkart.com/samsung-7-kg-fully-automatic-top-load-maroon/p/itm521b4c8eb0bd3?pid=WMNFQYGAVH3GXYVM,SAMSUNG,23500,29313,19,0,0,Fully Automatic Top Load,WMNFSTYAX2H6JUKG,0
Voltas Beko 8.5 kg Semi Automatic Top Load Blue,https://www.flipkart.com/voltas-beko-8-5-kg-semi-automatic-top-load-blue/p/itmc78eb5dbbd62d?pid=WMNFTY4TG7CJT5SG,Voltas,13299,18990,29,297,46,Semi Automatic Top Load,WMNGY4DFW8BGUU7H,4.4
BOSCH 8 kg Fully Automatic Top Load Grey,https://www.flipkart.com/bosch-8-kg-fully-automatic-top-load-grey/p/itmf6srzz4tebknf?pid=WMNF7FHGTYGKHYSR,BOSCH,24490,28990,15,169,15,Fully Automatic Top Load,WMNFGGZGJS5PNVTQ,4.5
"Haier 6.2 kg with Ariel Wash Feature Fully Automatic Top Load Brown, Grey",https://www.flipkart.com/haier-6-2-kg-ariel-wash-feature-fully-automatic-top-load-brown-grey/p/itmfg2h7psh2whjn?pid=WMNFG2H7HWJCUKAR,Haier,12190,17900,31,5013,548,Fully Automatic Top Load,WMNEUX3UBTZR83EA,4.3
IFB 7.5 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/ifb-7-5-kg-fully-automatic-front-load-in-built-heater-white/p/itmfcf8hgbgzuwpz?pid=WMNFCF8HCVNN77Z6,IFB,34990,41290,15,13,2,Fully Automatic Front Load,WMNGYSYGED7VXAKV,3.8
Siemens 7 kg Fully Automatic Front Load Grey,https://www.flipkart.com/siemens-7-kg-fully-automatic-front-load-grey/p/itmffyfhnb3tzyxs?pid=WMNFFYFHNGFMQ8ZP,Siemens,28490,37000,23,29,5,Fully Automatic Front Load,WMNFKG4QGNG53XAZ,4.8
BOSCH 6 kg Fully Automatic Front Load with In-built Heater Silver,https://www.flipkart.com/bosch-6-kg-fully-automatic-front-load-in-built-heater-silver/p/itmetve4tgajygwm?pid=WMNETVE44HJSZJ4U,BOSCH,31900,31990,0,175,26,Fully Automatic Front Load,WMNEWH4J8ZYBJC9U,4.3
"Godrej 9 kg Semi Automatic Top Load White, Purple",https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,98,13,Semi Automatic Top Load,WMNFZTGF7NWXCWHT,4.4
MOTOROLA 8 kg Dryer with In-built Heater White,https://www.flipkart.com/motorola-8-kg-dryer-in-built-heater-white/p/itmbd8f4e7528ec0?pid=WMNFSGRXWKGNAQHM,MOTOROLA,25490,40499,37,0,0,Dryer,WMNFSZGEZKBSK2RQ,0
SAMSUNG 9/6 kg For Complete Drying Washer with Dryer with In-built Heater Grey,https://www.flipkart.com/samsung-9-6-kg-complete-drying-washer-dryer-in-built-heater-grey/p/itmem8pzmp3sgffw?pid=WMNEM8PZB5GEZHEF,SAMSUNG,66200,74500,11,8,1,Washer with Dryer | 2400 W,WMNEURMBQHJ2YG27,4.1
Haier 6.2 kg Semi Automatic Top Load White,https://www.flipkart.com/haier-6-2-kg-semi-automatic-top-load-white/p/itmf4hzgyncgaubg?pid=WMNF4HZGFVCFYRZB,Haier,9364,10800,13,208,12,Semi Automatic Top Load,WMNE8HDZZZGGG5MS,4
SAMSUNG 6 kg Fully Automatic Front Load White,https://www.flipkart.com/samsung-6-kg-fully-automatic-front-load-white/p/itmd0deb0e4be9b6?pid=WMNFQNFMHMHADKWW,SAMSUNG,26659,32900,18,3,0,Fully Automatic Front Load,WMNFT8F7GM7E3YXT,4.7
Whirlpool 8.5 kg Semi Automatic Top Load Silver,https://www.flipkart.com/whirlpool-8-5-kg-semi-automatic-top-load-silver/p/itm86943ab64d89f?pid=WMNFYM2S8S2DCHRE,Whirlpool,13549,16000,15,4,0,Semi Automatic Top Load,WMNGYZV9KFAVACWF,4.5
"Godrej 10.2 kg Semi Automatic Top Load Gold, White",https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15290,18700,18,309,39,Semi Automatic Top Load,WMNFRGHSGHJ5ZXGT,4.5
"Avoir 8 kg Semi Automatic Top Load White, Blue",https://www.flipkart.com/avoir-8-kg-semi-automatic-top-load-white-blue/p/itmfdxhwjdfmbjq9?pid=WMNFDXHWCA9YUU3F,Avoir,8990,16990,47,92,12,Semi Automatic Top Load,WMNGYZKT85VJ2JGZ,4.1
SAMSUNG 6.5 kg Fully Automatic Top Load Maroon,https://www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-maroon/p/itmewggreqfj2sbg?pid=WMNEWGGR2JZGVWUC,SAMSUNG,20100,24000,16,319,42,Fully Automatic Top Load,WMNGYSYG2PNYGMXH,4.3
Panasonic 6 kg Fully Automatic Front Load with In-built Heater Grey,https://www.flipkart.com/panasonic-6-kg-fully-automatic-front-load-in-built-heater-grey/p/itmf6b8tzunx6dqy?pid=WMNF6B8TSZ5MSFH8,Panasonic,24999,32000,21,0,0,Fully Automatic Front Load,WMNFR64P4V9RJFNA,0
Godrej 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm8a7c9342c4c76?pid=WMNFU2TC3HQXAT4Y,Godrej,13790,17500,21,7430,861,Fully Automatic Top Load,WMNGYT98N9XUNFUA,4.2
"Haier 7 kg Semi Automatic Top Load Black, White",https://www.flipkart.com/haier-7-kg-semi-automatic-top-load-black-white/p/itmfgxnxjkwnngyj?pid=WMNFZFYAG4G7CWBF,Haier,10200,11500,11,352,39,Semi Automatic Top Load,WMNFR64PYDRM8YMF,4.2
LG 9 kg 5 star Fully Automatic Top Load Grey,https://www.flipkart.com/lg-9-kg-5-star-fully-automatic-top-load-grey/p/itm8370383e2a756?pid=WMNFMAFYQNYXG8SA,LG,29490,36990,20,429,41,Fully Automatic Top Load,WMNEJ2K93YGDKZ6W,4.4
"Lloyd 8.5 kg Semi Automatic Top Load Red, White",https://www.flipkart.com/lloyd-8-5-kg-semi-automatic-top-load-red-white/p/itmfdvdxv9bvpewv?pid=WMNFDVDXTPJVHMS5,Lloyd,12599,16290,22,10,0,Semi Automatic Top Load,WMNFSTYABRRQGTCN,4.1
SAMSUNG 7 kg Fully Automatic Top Load Silver,https://www.flipkart.com/samsung-7-kg-fully-automatic-top-load-silver/p/itm2c7a16569f19e?pid=WMNFQYGA3ZQNQ4WU,SAMSUNG,28900,30510,5,0,0,Fully Automatic Top Load,WMNFSTYAZ2ARRFCY,0
Panasonic 6 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/panasonic-6-kg-fully-automatic-front-load-in-built-heater-white/p/itmc7eac467037a7?pid=WMNFQAF4CXZTQRHD,Panasonic,22999,30500,24,0,0,Fully Automatic Front Load,WMNGYPJGFJT2VDXB,0
"Iffalcon 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...",https://www.flipkart.com/iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm3d0202a38fce3?pid=WMNFV7VVCZTAKFAN,Iffalcon,19990,36990,45,144,53,Fully Automatic Front Load,WMNEUX3UF3RZ2ZFF,4
Lloyd 6.5 kg Fully Automatic Top Load Blue,https://www.flipkart.com/lloyd-6-5-kg-fully-automatic-top-load-blue/p/itmej3nh8yvhwh3n?pid=WMNEJ3NHTBCZMNVM,Lloyd,14500,15908,8,75,4,Fully Automatic Top Load,WMNFSTYAVCH8ATHC,4.3
BOSCH 12 kg Inverter Fully Automatic Top Load Silver,https://www.flipkart.com/bosch-12-kg-inverter-fully-automatic-top-load-silver/p/itmf7fhgzhhdrbwp?pid=WMNF7FHGHRXHGRZD,BOSCH,32699,39899,18,58,6,Fully Automatic Top Load,WMNEJ3NEBNQKGAUJ,4.2
BOSCH 7 kg Fully Automatic Top Load White,https://www.flipkart.com/bosch-7-kg-fully-automatic-top-load-white/p/itmf6srzfmrjxjm5?pid=WMNF6SRZXHTP9AZP,BOSCH,16963,22349,24,269,30,Fully Automatic Top Load,WMNFGH56YMZTX2GG,4.4
"Godrej 9 kg Semi Automatic Top Load White, Purple",https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,98,13,Semi Automatic Top Load,WMNFPCK4DGWJHKYH,4.4
"SAMSUNG 6.5 kg Fully Automatic Top Load Silver, Black",https://www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-silver-black/p/itmewzbzgehh7g4b?pid=WMNEWZBZGNZHDVT2,SAMSUNG,18990,19900,4,10,0,Fully Automatic Top Load,WMNFPCK4KABMXNBM,4.5
Midea 8.5/6 kg Smart Sensor Washer with Dryer with In-built Heater White,https://www.flipkart.com/midea-8-5-6-kg-smart-sensor-washer-dryer-in-built-heater-white/p/itmffg7rvufveqfh?pid=WMNFFG7RGBYKEZNF,Midea,33990,44390,23,15563,2900,Washer with Dryer | 2050 W,WMNF77GEX6Y3TFNJ,4.3
"Dvizio 7.5 kg Aqua Spa Fabric Friendly Wash Technology Semi Automatic Top Load White, Maroon",https://www.flipkart.com/dvizio-7-5-kg-aqua-spa-fabric-friendly-wash-technology-semi-automatic-top-load-white-maroon/p/itm16ed345690257?pid=WMNFY39URFHB8H37,Dvizio,7590,12490,39,7,1,Semi Automatic Top Load,WMNEUX3UFRNYMH7G,2.6
"Haier 9 kg Semi Automatic Top Load White, Maroon",https://www.flipkart.com/haier-9-kg-semi-automatic-top-load-white-maroon/p/itmf8zh3gmr8b5rf?pid=WMNF8ZH3ATFYVYW9,Haier,12499,15000,16,9,1,Semi Automatic Top Load,WMNF8ADWKFCTK5WK,3.8
DMR 4.6/2 kg Washer with Dryer Blue,https://www.flipkart.com/dmr-4-6-2-kg-washer-dryer-blue/p/itm59fe77d24d6fe?pid=WMNEFJBSFTPNZ2Z9,DMR,5299,6299,15,82,20,Washer with Dryer | 240 W,WMNFRGAMNYUH2BRG,3.8
"Godrej 10.2 kg Semi Automatic Top Load Gold, White",https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15290,18700,18,309,39,Semi Automatic Top Load,WMNF36RUKBAMCN3Q,4.5
"ONIDA 7.2 kg Semi Automatic Top Load Red, White",https://www.flipkart.com/onida-7-2-kg-semi-automatic-top-load-red-white/p/itm25131ee363719?pid=WMNFMAFGDUMY34GX,ONIDA,11300,16000,29,15,2,Semi Automatic Top Load,WMNF8ADWSNSWTHCJ,4
"Lloyd 7.5 kg Semi Automatic Top Load Blue, White",https://www.flipkart.com/lloyd-7-5-kg-semi-automatic-top-load-blue-white/p/itmfec4yu2f4sfpp?pid=WMNFEC4YMYHGZDZN,Lloyd,11729,12500,6,0,0,Semi Automatic Top Load,WMNDY9RWH5UCGCS8,0
Godrej 6.5 kg Semi Automatic Top Load Red,https://www.flipkart.com/godrej-6-5-kg-semi-automatic-top-load-red/p/itmdz5ywfmsy6wqs?pid=WMNDZ5YQ72GVA6CY,Godrej,10290,12500,17,241,19,Semi Automatic Top Load,WMNEFTTYFWCTMGAY,4.3
Godrej 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm8a7c9342c4c76?pid=WMNFU2TC3HQXAT4Y,Godrej,13790,17500,21,7430,861,Fully Automatic Top Load,WMNFVTYHYWXHCXFF,4.2
BOSCH 8.5 kg Fully Automatic Top Load Gold,https://www.flipkart.com/bosch-8-5-kg-fully-automatic-top-load-gold/p/itmf6srzandcgzmx?pid=WMNF6SRZQHWAGPHF,BOSCH,26490,30050,11,29,4,Fully Automatic Top Load,WMNFZKEA8WMW3MB2,4.6
"Lloyd 9 kg Semi Automatic Top Load White, Grey",https://www.flipkart.com/lloyd-9-kg-semi-automatic-top-load-white-grey/p/itm43082b3bc5f17?pid=WMNFRGHSY2PNRQGS,Lloyd,13699,17990,23,22,4,Semi Automatic Top Load,WMNFZKEANGZXRTQG,4.5
SAMSUNG 7 kg Fully Automatic Top Load Blue,https://www.flipkart.com/samsung-7-kg-fully-automatic-top-load-blue/p/itmewh4jmz6zmq8q?pid=WMNEWH4JMJBXXDNS,SAMSUNG,21990,25300,13,29,3,Fully Automatic Top Load,WMNFJKZBSMFADVJD,4.6
MarQ By Flipkart 7 kg with Self Clean Technology Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/marq-flipkart-7-kg-self-clean-technology-fully-automatic-front-load-in-built-heater-white/p/itmfhdxugndzfcqz?pid=WMNFHDXUFVHWJV4X,MarQ,17490,31999,45,3224,468,Fully Automatic Front Load,WMNFUJERRZSPQVYX,4
LG 6.5 kg Inverter Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/lg-6-5-kg-inverter-fully-automatic-front-load-in-built-heater-white/p/itmeup8twgqghfcp?pid=WMNEUP8TGTS8QVTZ,LG,37990,39990,5,155,28,Fully Automatic Front Load,WMNE8TAWGMMTX7UR,4.4
"Iffalcon 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...",https://www.flipkart.com/iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm3d0202a38fce3?pid=WMNFV7VVCZTAKFAN,Iffalcon,19990,36990,45,144,53,Fully Automatic Front Load,WMNGFG3B879NVT8B,4
"Panasonic 8 kg Fully Automatic Top Load White, Grey",https://www.flipkart.com/panasonic-8-kg-fully-automatic-top-load-white-grey/p/itmf6b8tgwdgh3zb?pid=WMNF6B8TM2RYNHFD,Panasonic,25490,32000,20,4,0,Fully Automatic Top Load,WMNFUJERYNMZTQHG,4.8
LG 8 kg Inverter Wi-Fi with 6 Motion DD Technology Fully Automatic Front Load with In-built Heater Gre...,https://www.flipkart.com/lg-8-kg-inverter-wi-fi-6-motion-dd-technology-fully-automatic-front-load-in-built-heater-grey/p/itmf6v4pvdszh82f?pid=WMNF6V4P4ZTGPJJR,LG,43490,54990,20,38,10,Fully Automatic Front Load,WMNEX4YPAQTMFGGB,4.2
Godrej 7.2 kg Semi Automatic Top Load,https://www.flipkart.com/godrej-7-2-kg-semi-automatic-top-load/p/itmegrfwmynnbf93?pid=WMNEGRFWJDHFQZG2,Godrej,11499,14250,19,0,0,Semi Automatic Top Load,WMNFQNFMCG3523Z2,0
Godrej 6.2 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-2-kg-fully-automatic-top-load-grey/p/itmfffyhxvr4tgzn?pid=WMNFFFYHEZ86UBGZ,Godrej,12290,17900,31,2702,238,Fully Automatic Top Load,WMNEUX3UANU9JYHE,4.2
LG 6.5 kg Inverter Fully Automatic Top Load White,https://www.flipkart.com/lg-6-5-kg-inverter-fully-automatic-top-load-white/p/itmf3j42sdnwckph?pid=WMNF3A6NZTYWZXAD,LG,21590,21590,0,230,25,Fully Automatic Top Load,WMNF6B8TRRGGYRMN,4.4
"SAMSUNG 6.5 kg Fully Automatic Top Load Silver, Brown",https://www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-silver-brown/p/itmewggrrbqy4zze?pid=WMNEWGGR63SXVFZE,SAMSUNG,18902,22590,16,27,4,Fully Automatic Top Load,WMNFPCK4BYUQBS4B,4.1
SAMSUNG 7.5 kg Fully Automatic Top Load Black,https://www.flipkart.com/samsung-7-5-kg-fully-automatic-top-load-black/p/itmewzbzmr8gqydr?pid=WMNEWZBZBMJFSGFR,SAMSUNG,27300,30600,10,19,0,Fully Automatic Top Load,WMNFRGAMNFKMFF8E,4.4
Haier 7.8 kg Fully Automatic Top Load Grey,https://www.flipkart.com/haier-7-8-kg-fully-automatic-top-load-grey/p/itmeux3uejhfjxtt?pid=WMNEUX3UXGHGBCRH,Haier,24400,27490,11,15,4,Fully Automatic Top Load,WMNEWZBZRVDT6NVZ,4.1
BPL 6.5 kg Semi Automatic Top Load Maroon,https://www.flipkart.com/bpl-6-5-kg-semi-automatic-top-load-maroon/p/itmehf4c5pgdk89d?pid=WMNEHF4CGFUU6HJH,BPL,10990,10990,0,958,226,Semi Automatic Top Load,WMNFRGAMGGZERSKS,3.9
"Godrej 9 kg Semi Automatic Top Load White, Purple",https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,98,13,Semi Automatic Top Load,WMNFQYGAEV3P4YM6,4.4
LG 9 kg Fully Automatic Top Load Silver,https://www.flipkart.com/lg-9-kg-fully-automatic-top-load-silver/p/itmf3a6ngg6pc7fq?pid=WMNF7FHGEHA89ABF,LG,36799,48490,24,11,1,Fully Automatic Top Load,WMNGFGEXFV7UVKFM,4.3
"Haier 8 kg Semi Automatic Top Load White, Blue",https://www.flipkart.com/haier-8-kg-semi-automatic-top-load-white-blue/p/itmeux3ugyantqm5?pid=WMNEUX3U49TJB9RG,Haier,13100,14290,8,88,19,Semi Automatic Top Load,WMNGFH8EVBCYG55G,3.8
